cal_date,454_year,454_qtr,454_month,454_week,cal_year,cal_qtr,cal_month_number,cal_month_name,cal_day_of_month_number,cal_week,cal_day_of_week,cal_day_of_week_number
2014-10-20,2014,4,10,43,2014,Q4,10,OCT,20,42,MONDAY,2
2014-10-21,2014,4,10,43,2014,Q4,10,OCT,21,42,TUESDAY,3
2014-10-22,2014,4,10,43,2014,Q4,10,OCT,22,43,WEDNESDAY,4
2014-10-23,2014,4,10,43,2014,Q4,10,OCT,23,43,THURSDAY,5
2014-10-24,2014,4,10,43,2014,Q4,10,OCT,24,43,FRIDAY,6
2014-10-25,2014,4,10,43,2014,Q4,10,OCT,25,43,SATURDAY,7
2014-10-26,2014,4,11,44,2014,Q4,10,OCT,26,43,SUNDAY,1
2014-10-27,2014,4,11,44,2014,Q4,10,OCT,27,43,MONDAY,2
2014-10-28,2014,4,11,44,2014,Q4,10,OCT,28,43,TUESDAY,3
2014-10-29,2014,4,11,44,2014,Q4,10,OCT,29,44,WEDNESDAY,4
2014-10-30,2014,4,11,44,2014,Q4,10,OCT,30,44,THURSDAY,5
2014-10-31,2014,4,11,44,2014,Q4,10,OCT,31,44,FRIDAY,6
2014-11-01,2014,4,11,44,2014,Q4,11,NOV,1,44,SATURDAY,7
2014-11-02,2014,4,11,45,2014,Q4,11,NOV,2,44,SUNDAY,1
2014-11-03,2014,4,11,45,2014,Q4,11,NOV,3,44,MONDAY,2
2014-11-04,2014,4,11,45,2014,Q4,11,NOV,4,44,TUESDAY,3
2014-11-05,2014,4,11,45,2014,Q4,11,NOV,5,45,WEDNESDAY,4
2014-11-06,2014,4,11,45,2014,Q4,11,NOV,6,45,THURSDAY,5
2014-11-07,2014,4,11,45,2014,Q4,11,NOV,7,45,FRIDAY,6
2014-11-08,2014,4,11,45,2014,Q4,11,NOV,8,45,SATURDAY,7
2014-11-09,2014,4,11,46,2014,Q4,11,NOV,9,45,SUNDAY,1
2014-11-10,2014,4,11,46,2014,Q4,11,NOV,10,45,MONDAY,2
2014-11-11,2014,4,11,46,2014,Q4,11,NOV,11,45,TUESDAY,3
2014-11-12,2014,4,11,46,2014,Q4,11,NOV,12,46,WEDNESDAY,4
2014-11-13,2014,4,11,46,2014,Q4,11,NOV,13,46,THURSDAY,5
2014-11-14,2014,4,11,46,2014,Q4,11,NOV,14,46,FRIDAY,6
2014-11-15,2014,4,11,46,2014,Q4,11,NOV,15,46,SATURDAY,7
2014-11-16,2014,4,11,47,2014,Q4,11,NOV,16,46,SUNDAY,1
2014-11-17,2014,4,11,47,2014,Q4,11,NOV,17,46,MONDAY,2
2014-11-18,2014,4,11,47,2014,Q4,11,NOV,18,46,TUESDAY,3
2014-11-19,2014,4,11,47,2014,Q4,11,NOV,19,47,WEDNESDAY,4
2014-11-20,2014,4,11,47,2014,Q4,11,NOV,20,47,THURSDAY,5
2014-11-21,2014,4,11,47,2014,Q4,11,NOV,21,47,FRIDAY,6
2014-11-22,2014,4,11,47,2014,Q4,11,NOV,22,47,SATURDAY,7
2014-11-23,2014,4,11,48,2014,Q4,11,NOV,23,47,SUNDAY,1
2014-11-24,2014,4,11,48,2014,Q4,11,NOV,24,47,MONDAY,2
2014-11-25,2014,4,11,48,2014,Q4,11,NOV,25,47,TUESDAY,3
2014-11-26,2014,4,11,48,2014,Q4,11,NOV,26,48,WEDNESDAY,4
2014-11-27,2014,4,11,48,2014,Q4,11,NOV,27,48,THURSDAY,5
2014-11-28,2014,4,11,48,2014,Q4,11,NOV,28,48,FRIDAY,6
2014-11-29,2014,4,11,48,2014,Q4,11,NOV,29,48,SATURDAY,7
2014-11-30,2014,4,12,49,2014,Q4,11,NOV,30,48,SUNDAY,1
2014-12-01,2014,4,12,49,2014,Q4,12,DEC,1,48,MONDAY,2
2014-12-02,2014,4,12,49,2014,Q4,12,DEC,2,48,TUESDAY,3
2014-12-03,2014,4,12,49,2014,Q4,12,DEC,3,49,WEDNESDAY,4
2014-12-04,2014,4,12,49,2014,Q4,12,DEC,4,49,THURSDAY,5
2014-12-05,2014,4,12,49,2014,Q4,12,DEC,5,49,FRIDAY,6
2014-12-06,2014,4,12,49,2014,Q4,12,DEC,6,49,SATURDAY,7
2014-12-07,2014,4,12,50,2014,Q4,12,DEC,7,49,SUNDAY,1
2014-12-08,2014,4,12,50,2014,Q4,12,DEC,8,49,MONDAY,2
2014-12-09,2014,4,12,50,2014,Q4,12,DEC,9,49,TUESDAY,3
2014-12-10,2014,4,12,50,2014,Q4,12,DEC,10,50,WEDNESDAY,4
2014-12-11,2014,4,12,50,2014,Q4,12,DEC,11,50,THURSDAY,5
2014-12-12,2014,4,12,50,2014,Q4,12,DEC,12,50,FRIDAY,6
2014-12-13,2014,4,12,50,2014,Q4,12,DEC,13,50,SATURDAY,7
2014-12-14,2014,4,12,51,2014,Q4,12,DEC,14,50,SUNDAY,1
2014-12-15,2014,4,12,51,2014,Q4,12,DEC,15,50,MONDAY,2
2014-12-16,2014,4,12,51,2014,Q4,12,DEC,16,50,TUESDAY,3
2014-12-17,2014,4,12,51,2014,Q4,12,DEC,17,51,WEDNESDAY,4
2014-12-18,2014,4,12,51,2014,Q4,12,DEC,18,51,THURSDAY,5
2014-12-19,2014,4,12,51,2014,Q4,12,DEC,19,51,FRIDAY,6
2014-12-20,2014,4,12,51,2014,Q4,12,DEC,20,51,SATURDAY,7
2014-12-21,2014,4,12,52,2014,Q4,12,DEC,21,51,SUNDAY,1
2014-12-22,2014,4,12,52,2014,Q4,12,DEC,22,51,MONDAY,2
2014-12-23,2014,4,12,52,2014,Q4,12,DEC,23,51,TUESDAY,3
2014-12-24,2014,4,12,52,2014,Q4,12,DEC,24,52,WEDNESDAY,4
2014-12-25,2014,4,12,52,2014,Q4,12,DEC,25,52,THURSDAY,5
2014-12-26,2014,4,12,52,2014,Q4,12,DEC,26,52,FRIDAY,6
2014-12-27,2014,4,12,52,2014,Q4,12,DEC,27,52,SATURDAY,7
2014-12-28,2015,1,1,1,2014,Q4,12,DEC,28,52,SUNDAY,1
2014-12-29,2015,1,1,1,2014,Q4,12,DEC,29,52,MONDAY,2
2014-12-30,2015,1,1,1,2014,Q4,12,DEC,30,52,TUESDAY,3
2014-12-31,2015,1,1,1,2014,Q4,12,DEC,31,53,WEDNESDAY,4
2015-01-01,2015,1,1,1,2015,Q1,1,JAN,1,1,THURSDAY,5
2015-01-02,2015,1,1,1,2015,Q1,1,JAN,2,1,FRIDAY,6
2015-01-03,2015,1,1,1,2015,Q1,1,JAN,3,1,SATURDAY,7
2015-01-04,2015,1,1,2,2015,Q1,1,JAN,4,1,SUNDAY,1
2015-01-05,2015,1,1,2,2015,Q1,1,JAN,5,1,MONDAY,2
2015-01-06,2015,1,1,2,2015,Q1,1,JAN,6,1,TUESDAY,3
2015-01-07,2015,1,1,2,2015,Q1,1,JAN,7,1,WEDNESDAY,4
2015-01-08,2015,1,1,2,2015,Q1,1,JAN,8,2,THURSDAY,5
2015-01-09,2015,1,1,2,2015,Q1,1,JAN,9,2,FRIDAY,6
2015-01-10,2015,1,1,2,2015,Q1,1,JAN,10,2,SATURDAY,7
2015-01-11,2015,1,1,3,2015,Q1,1,JAN,11,2,SUNDAY,1
2015-01-12,2015,1,1,3,2015,Q1,1,JAN,12,2,MONDAY,2
2015-01-13,2015,1,1,3,2015,Q1,1,JAN,13,2,TUESDAY,3
2015-01-14,2015,1,1,3,2015,Q1,1,JAN,14,2,WEDNESDAY,4
2015-01-15,2015,1,1,3,2015,Q1,1,JAN,15,3,THURSDAY,5
2015-01-16,2015,1,1,3,2015,Q1,1,JAN,16,3,FRIDAY,6
2015-01-17,2015,1,1,3,2015,Q1,1,JAN,17,3,SATURDAY,7
2015-01-18,2015,1,1,4,2015,Q1,1,JAN,18,3,SUNDAY,1
2015-01-19,2015,1,1,4,2015,Q1,1,JAN,19,3,MONDAY,2
2015-01-20,2015,1,1,4,2015,Q1,1,JAN,20,3,TUESDAY,3
2015-01-21,2015,1,1,4,2015,Q1,1,JAN,21,3,WEDNESDAY,4
2015-01-22,2015,1,1,4,2015,Q1,1,JAN,22,4,THURSDAY,5
2015-01-23,2015,1,1,4,2015,Q1,1,JAN,23,4,FRIDAY,6
2015-01-24,2015,1,1,4,2015,Q1,1,JAN,24,4,SATURDAY,7
2015-01-25,2015,1,2,5,2015,Q1,1,JAN,25,4,SUNDAY,1
2015-01-26,2015,1,2,5,2015,Q1,1,JAN,26,4,MONDAY,2
2015-01-27,2015,1,2,5,2015,Q1,1,JAN,27,4,TUESDAY,3
2015-01-28,2015,1,2,5,2015,Q1,1,JAN,28,4,WEDNESDAY,4
2015-01-29,2015,1,2,5,2015,Q1,1,JAN,29,5,THURSDAY,5
2015-01-30,2015,1,2,5,2015,Q1,1,JAN,30,5,FRIDAY,6
2015-01-31,2015,1,2,5,2015,Q1,1,JAN,31,5,SATURDAY,7
2015-02-01,2015,1,2,6,2015,Q1,2,FEB,1,5,SUNDAY,1
2015-02-02,2015,1,2,6,2015,Q1,2,FEB,2,5,MONDAY,2
2015-02-03,2015,1,2,6,2015,Q1,2,FEB,3,5,TUESDAY,3
2015-02-04,2015,1,2,6,2015,Q1,2,FEB,4,5,WEDNESDAY,4
2015-02-05,2015,1,2,6,2015,Q1,2,FEB,5,6,THURSDAY,5
2015-02-06,2015,1,2,6,2015,Q1,2,FEB,6,6,FRIDAY,6
2015-02-07,2015,1,2,6,2015,Q1,2,FEB,7,6,SATURDAY,7
2015-02-08,2015,1,2,7,2015,Q1,2,FEB,8,6,SUNDAY,1
2015-02-09,2015,1,2,7,2015,Q1,2,FEB,9,6,MONDAY,2
2015-02-10,2015,1,2,7,2015,Q1,2,FEB,10,6,TUESDAY,3
2015-02-11,2015,1,2,7,2015,Q1,2,FEB,11,6,WEDNESDAY,4
2015-02-12,2015,1,2,7,2015,Q1,2,FEB,12,7,THURSDAY,5
2015-02-13,2015,1,2,7,2015,Q1,2,FEB,13,7,FRIDAY,6
2015-02-14,2015,1,2,7,2015,Q1,2,FEB,14,7,SATURDAY,7
2015-02-15,2015,1,2,8,2015,Q1,2,FEB,15,7,SUNDAY,1
2015-02-16,2015,1,2,8,2015,Q1,2,FEB,16,7,MONDAY,2
2015-02-17,2015,1,2,8,2015,Q1,2,FEB,17,7,TUESDAY,3
2015-02-18,2015,1,2,8,2015,Q1,2,FEB,18,7,WEDNESDAY,4
2015-02-19,2015,1,2,8,2015,Q1,2,FEB,19,8,THURSDAY,5
2015-02-20,2015,1,2,8,2015,Q1,2,FEB,20,8,FRIDAY,6
2015-02-21,2015,1,2,8,2015,Q1,2,FEB,21,8,SATURDAY,7
2015-02-22,2015,1,2,9,2015,Q1,2,FEB,22,8,SUNDAY,1
2015-02-23,2015,1,2,9,2015,Q1,2,FEB,23,8,MONDAY,2
2015-02-24,2015,1,2,9,2015,Q1,2,FEB,24,8,TUESDAY,3
2015-02-25,2015,1,2,9,2015,Q1,2,FEB,25,8,WEDNESDAY,4
2015-02-26,2015,1,2,9,2015,Q1,2,FEB,26,9,THURSDAY,5
2015-02-27,2015,1,2,9,2015,Q1,2,FEB,27,9,FRIDAY,6
2015-02-28,2015,1,2,9,2015,Q1,2,FEB,28,9,SATURDAY,7
2015-03-01,2015,1,3,10,2015,Q1,3,MAR,1,9,SUNDAY,1
2015-03-02,2015,1,3,10,2015,Q1,3,MAR,2,9,MONDAY,2
2015-03-03,2015,1,3,10,2015,Q1,3,MAR,3,9,TUESDAY,3
2015-03-04,2015,1,3,10,2015,Q1,3,MAR,4,9,WEDNESDAY,4
2015-03-05,2015,1,3,10,2015,Q1,3,MAR,5,10,THURSDAY,5
2015-03-06,2015,1,3,10,2015,Q1,3,MAR,6,10,FRIDAY,6
2015-03-07,2015,1,3,10,2015,Q1,3,MAR,7,10,SATURDAY,7
2015-03-08,2015,1,3,11,2015,Q1,3,MAR,8,10,SUNDAY,1
2015-03-09,2015,1,3,11,2015,Q1,3,MAR,9,10,MONDAY,2
2015-03-10,2015,1,3,11,2015,Q1,3,MAR,10,10,TUESDAY,3
2015-03-11,2015,1,3,11,2015,Q1,3,MAR,11,10,WEDNESDAY,4
2015-03-12,2015,1,3,11,2015,Q1,3,MAR,12,11,THURSDAY,5
2015-03-13,2015,1,3,11,2015,Q1,3,MAR,13,11,FRIDAY,6
2015-03-14,2015,1,3,11,2015,Q1,3,MAR,14,11,SATURDAY,7
2015-03-15,2015,1,3,12,2015,Q1,3,MAR,15,11,SUNDAY,1
2015-03-16,2015,1,3,12,2015,Q1,3,MAR,16,11,MONDAY,2
2015-03-17,2015,1,3,12,2015,Q1,3,MAR,17,11,TUESDAY,3
2015-03-18,2015,1,3,12,2015,Q1,3,MAR,18,11,WEDNESDAY,4
2015-03-19,2015,1,3,12,2015,Q1,3,MAR,19,12,THURSDAY,5
2015-03-20,2015,1,3,12,2015,Q1,3,MAR,20,12,FRIDAY,6
2015-03-21,2015,1,3,12,2015,Q1,3,MAR,21,12,SATURDAY,7
2015-03-22,2015,1,3,13,2015,Q1,3,MAR,22,12,SUNDAY,1
2015-03-23,2015,1,3,13,2015,Q1,3,MAR,23,12,MONDAY,2
2015-03-24,2015,1,3,13,2015,Q1,3,MAR,24,12,TUESDAY,3
2015-03-25,2015,1,3,13,2015,Q1,3,MAR,25,12,WEDNESDAY,4
2015-03-26,2015,1,3,13,2015,Q1,3,MAR,26,13,THURSDAY,5
2015-03-27,2015,1,3,13,2015,Q1,3,MAR,27,13,FRIDAY,6
2015-03-28,2015,1,3,13,2015,Q1,3,MAR,28,13,SATURDAY,7
2015-03-29,2015,2,4,14,2015,Q1,3,MAR,29,13,SUNDAY,1
2015-03-30,2015,2,4,14,2015,Q1,3,MAR,30,13,MONDAY,2
2015-03-31,2015,2,4,14,2015,Q1,3,MAR,31,13,TUESDAY,3
2015-04-01,2015,2,4,14,2015,Q2,4,APR,1,13,WEDNESDAY,4
2015-04-02,2015,2,4,14,2015,Q2,4,APR,2,14,THURSDAY,5
2015-04-03,2015,2,4,14,2015,Q2,4,APR,3,14,FRIDAY,6
2015-04-04,2015,2,4,14,2015,Q2,4,APR,4,14,SATURDAY,7
2015-04-05,2015,2,4,15,2015,Q2,4,APR,5,14,SUNDAY,1
2015-04-06,2015,2,4,15,2015,Q2,4,APR,6,14,MONDAY,2
2015-04-07,2015,2,4,15,2015,Q2,4,APR,7,14,TUESDAY,3
2015-04-08,2015,2,4,15,2015,Q2,4,APR,8,14,WEDNESDAY,4
2015-04-09,2015,2,4,15,2015,Q2,4,APR,9,15,THURSDAY,5
2015-04-10,2015,2,4,15,2015,Q2,4,APR,10,15,FRIDAY,6
2015-04-11,2015,2,4,15,2015,Q2,4,APR,11,15,SATURDAY,7
2015-04-12,2015,2,4,16,2015,Q2,4,APR,12,15,SUNDAY,1
2015-04-13,2015,2,4,16,2015,Q2,4,APR,13,15,MONDAY,2
2015-04-14,2015,2,4,16,2015,Q2,4,APR,14,15,TUESDAY,3
2015-04-15,2015,2,4,16,2015,Q2,4,APR,15,15,WEDNESDAY,4
2015-04-16,2015,2,4,16,2015,Q2,4,APR,16,16,THURSDAY,5
2015-04-17,2015,2,4,16,2015,Q2,4,APR,17,16,FRIDAY,6
2015-04-18,2015,2,4,16,2015,Q2,4,APR,18,16,SATURDAY,7
2015-04-19,2015,2,4,17,2015,Q2,4,APR,19,16,SUNDAY,1
2015-04-20,2015,2,4,17,2015,Q2,4,APR,20,16,MONDAY,2
2015-04-21,2015,2,4,17,2015,Q2,4,APR,21,16,TUESDAY,3
2015-04-22,2015,2,4,17,2015,Q2,4,APR,22,16,WEDNESDAY,4
2015-04-23,2015,2,4,17,2015,Q2,4,APR,23,17,THURSDAY,5
2015-04-24,2015,2,4,17,2015,Q2,4,APR,24,17,FRIDAY,6
2015-04-25,2015,2,4,17,2015,Q2,4,APR,25,17,SATURDAY,7
2015-04-26,2015,2,5,18,2015,Q2,4,APR,26,17,SUNDAY,1
2015-04-27,2015,2,5,18,2015,Q2,4,APR,27,17,MONDAY,2
2015-04-28,2015,2,5,18,2015,Q2,4,APR,28,17,TUESDAY,3
2015-04-29,2015,2,5,18,2015,Q2,4,APR,29,17,WEDNESDAY,4
2015-04-30,2015,2,5,18,2015,Q2,4,APR,30,18,THURSDAY,5
2015-05-01,2015,2,5,18,2015,Q2,5,MAY,1,18,FRIDAY,6
2015-05-02,2015,2,5,18,2015,Q2,5,MAY,2,18,SATURDAY,7
2015-05-03,2015,2,5,19,2015,Q2,5,MAY,3,18,SUNDAY,1
2015-05-04,2015,2,5,19,2015,Q2,5,MAY,4,18,MONDAY,2
2015-05-05,2015,2,5,19,2015,Q2,5,MAY,5,18,TUESDAY,3
2015-05-06,2015,2,5,19,2015,Q2,5,MAY,6,18,WEDNESDAY,4
2015-05-07,2015,2,5,19,2015,Q2,5,MAY,7,19,THURSDAY,5
2015-05-08,2015,2,5,19,2015,Q2,5,MAY,8,19,FRIDAY,6
2015-05-09,2015,2,5,19,2015,Q2,5,MAY,9,19,SATURDAY,7
2015-05-10,2015,2,5,20,2015,Q2,5,MAY,10,19,SUNDAY,1
2015-05-11,2015,2,5,20,2015,Q2,5,MAY,11,19,MONDAY,2
2015-05-12,2015,2,5,20,2015,Q2,5,MAY,12,19,TUESDAY,3
2015-05-13,2015,2,5,20,2015,Q2,5,MAY,13,19,WEDNESDAY,4
2015-05-14,2015,2,5,20,2015,Q2,5,MAY,14,20,THURSDAY,5
2015-05-15,2015,2,5,20,2015,Q2,5,MAY,15,20,FRIDAY,6
2015-05-16,2015,2,5,20,2015,Q2,5,MAY,16,20,SATURDAY,7
2015-05-17,2015,2,5,21,2015,Q2,5,MAY,17,20,SUNDAY,1
2015-05-18,2015,2,5,21,2015,Q2,5,MAY,18,20,MONDAY,2
2015-05-19,2015,2,5,21,2015,Q2,5,MAY,19,20,TUESDAY,3
2015-05-20,2015,2,5,21,2015,Q2,5,MAY,20,20,WEDNESDAY,4
2015-05-21,2015,2,5,21,2015,Q2,5,MAY,21,21,THURSDAY,5
2015-05-22,2015,2,5,21,2015,Q2,5,MAY,22,21,FRIDAY,6
2015-05-23,2015,2,5,21,2015,Q2,5,MAY,23,21,SATURDAY,7
2015-05-24,2015,2,5,22,2015,Q2,5,MAY,24,21,SUNDAY,1
2015-05-25,2015,2,5,22,2015,Q2,5,MAY,25,21,MONDAY,2
2015-05-26,2015,2,5,22,2015,Q2,5,MAY,26,21,TUESDAY,3
2015-05-27,2015,2,5,22,2015,Q2,5,MAY,27,21,WEDNESDAY,4
2015-05-28,2015,2,5,22,2015,Q2,5,MAY,28,22,THURSDAY,5
2015-05-29,2015,2,5,22,2015,Q2,5,MAY,29,22,FRIDAY,6
2015-05-30,2015,2,5,22,2015,Q2,5,MAY,30,22,SATURDAY,7
2015-05-31,2015,2,6,23,2015,Q2,5,MAY,31,22,SUNDAY,1
2015-06-01,2015,2,6,23,2015,Q2,6,JUN,1,22,MONDAY,2
2015-06-02,2015,2,6,23,2015,Q2,6,JUN,2,22,TUESDAY,3
2015-06-03,2015,2,6,23,2015,Q2,6,JUN,3,22,WEDNESDAY,4
2015-06-04,2015,2,6,23,2015,Q2,6,JUN,4,23,THURSDAY,5
2015-06-05,2015,2,6,23,2015,Q2,6,JUN,5,23,FRIDAY,6
2015-06-06,2015,2,6,23,2015,Q2,6,JUN,6,23,SATURDAY,7
2015-06-07,2015,2,6,24,2015,Q2,6,JUN,7,23,SUNDAY,1
2015-06-08,2015,2,6,24,2015,Q2,6,JUN,8,23,MONDAY,2
2015-06-09,2015,2,6,24,2015,Q2,6,JUN,9,23,TUESDAY,3
2015-06-10,2015,2,6,24,2015,Q2,6,JUN,10,23,WEDNESDAY,4
2015-06-11,2015,2,6,24,2015,Q2,6,JUN,11,24,THURSDAY,5
2015-06-12,2015,2,6,24,2015,Q2,6,JUN,12,24,FRIDAY,6
2015-06-13,2015,2,6,24,2015,Q2,6,JUN,13,24,SATURDAY,7
2015-06-14,2015,2,6,25,2015,Q2,6,JUN,14,24,SUNDAY,1
2015-06-15,2015,2,6,25,2015,Q2,6,JUN,15,24,MONDAY,2
2015-06-16,2015,2,6,25,2015,Q2,6,JUN,16,24,TUESDAY,3
2015-06-17,2015,2,6,25,2015,Q2,6,JUN,17,24,WEDNESDAY,4
2015-06-18,2015,2,6,25,2015,Q2,6,JUN,18,25,THURSDAY,5
2015-06-19,2015,2,6,25,2015,Q2,6,JUN,19,25,FRIDAY,6
2015-06-20,2015,2,6,25,2015,Q2,6,JUN,20,25,SATURDAY,7
2015-06-21,2015,2,6,26,2015,Q2,6,JUN,21,25,SUNDAY,1
2015-06-22,2015,2,6,26,2015,Q2,6,JUN,22,25,MONDAY,2
2015-06-23,2015,2,6,26,2015,Q2,6,JUN,23,25,TUESDAY,3
2015-06-24,2015,2,6,26,2015,Q2,6,JUN,24,25,WEDNESDAY,4
2015-06-25,2015,2,6,26,2015,Q2,6,JUN,25,26,THURSDAY,5
2015-06-26,2015,2,6,26,2015,Q2,6,JUN,26,26,FRIDAY,6
2015-06-27,2015,2,6,26,2015,Q2,6,JUN,27,26,SATURDAY,7
2015-06-28,2015,3,7,27,2015,Q2,6,JUN,28,26,SUNDAY,1
2015-06-29,2015,3,7,27,2015,Q2,6,JUN,29,26,MONDAY,2
2015-06-30,2015,3,7,27,2015,Q2,6,JUN,30,26,TUESDAY,3
2015-07-01,2015,3,7,27,2015,Q3,7,JUL,1,26,WEDNESDAY,4
2015-07-02,2015,3,7,27,2015,Q3,7,JUL,2,27,THURSDAY,5
2015-07-03,2015,3,7,27,2015,Q3,7,JUL,3,27,FRIDAY,6
2015-07-04,2015,3,7,27,2015,Q3,7,JUL,4,27,SATURDAY,7
2015-07-05,2015,3,7,28,2015,Q3,7,JUL,5,27,SUNDAY,1
2015-07-06,2015,3,7,28,2015,Q3,7,JUL,6,27,MONDAY,2
2015-07-07,2015,3,7,28,2015,Q3,7,JUL,7,27,TUESDAY,3
2015-07-08,2015,3,7,28,2015,Q3,7,JUL,8,27,WEDNESDAY,4
2015-07-09,2015,3,7,28,2015,Q3,7,JUL,9,28,THURSDAY,5
2015-07-10,2015,3,7,28,2015,Q3,7,JUL,10,28,FRIDAY,6
2015-07-11,2015,3,7,28,2015,Q3,7,JUL,11,28,SATURDAY,7
2015-07-12,2015,3,7,29,2015,Q3,7,JUL,12,28,SUNDAY,1
2015-07-13,2015,3,7,29,2015,Q3,7,JUL,13,28,MONDAY,2
2015-07-14,2015,3,7,29,2015,Q3,7,JUL,14,28,TUESDAY,3
2015-07-15,2015,3,7,29,2015,Q3,7,JUL,15,28,WEDNESDAY,4
2015-07-16,2015,3,7,29,2015,Q3,7,JUL,16,29,THURSDAY,5
2015-07-17,2015,3,7,29,2015,Q3,7,JUL,17,29,FRIDAY,6
2015-07-18,2015,3,7,29,2015,Q3,7,JUL,18,29,SATURDAY,7
2015-07-19,2015,3,7,30,2015,Q3,7,JUL,19,29,SUNDAY,1
2015-07-20,2015,3,7,30,2015,Q3,7,JUL,20,29,MONDAY,2
2015-07-21,2015,3,7,30,2015,Q3,7,JUL,21,29,TUESDAY,3
2015-07-22,2015,3,7,30,2015,Q3,7,JUL,22,29,WEDNESDAY,4
2015-07-23,2015,3,7,30,2015,Q3,7,JUL,23,30,THURSDAY,5
2015-07-24,2015,3,7,30,2015,Q3,7,JUL,24,30,FRIDAY,6
2015-07-25,2015,3,7,30,2015,Q3,7,JUL,25,30,SATURDAY,7
2015-07-26,2015,3,8,31,2015,Q3,7,JUL,26,30,SUNDAY,1
2015-07-27,2015,3,8,31,2015,Q3,7,JUL,27,30,MONDAY,2
2015-07-28,2015,3,8,31,2015,Q3,7,JUL,28,30,TUESDAY,3
2015-07-29,2015,3,8,31,2015,Q3,7,JUL,29,30,WEDNESDAY,4
2015-07-30,2015,3,8,31,2015,Q3,7,JUL,30,31,THURSDAY,5
2015-07-31,2015,3,8,31,2015,Q3,7,JUL,31,31,FRIDAY,6
2015-08-01,2015,3,8,31,2015,Q3,8,AUG,1,31,SATURDAY,7
2015-08-02,2015,3,8,32,2015,Q3,8,AUG,2,31,SUNDAY,1
2015-08-03,2015,3,8,32,2015,Q3,8,AUG,3,31,MONDAY,2
2015-08-04,2015,3,8,32,2015,Q3,8,AUG,4,31,TUESDAY,3
2015-08-05,2015,3,8,32,2015,Q3,8,AUG,5,31,WEDNESDAY,4
2015-08-06,2015,3,8,32,2015,Q3,8,AUG,6,32,THURSDAY,5
2015-08-07,2015,3,8,32,2015,Q3,8,AUG,7,32,FRIDAY,6
2015-08-08,2015,3,8,32,2015,Q3,8,AUG,8,32,SATURDAY,7
